100
0	1.520165e+00	3.812629e+00	8.885388e-01	0.000000e+00	0.000000e+00
1	8.885388e-01	3.435723e+00	2.382758e+00	0.000000e+00	0.000000e+00
2	2.382758e+00	3.074969e-01	1.705548e+00	0.000000e+00	0.000000e+00
3	1.705548e+00	3.563466e+00	3.131527e+00	0.000000e+00	0.000000e+00
4	3.131527e+00	8.622805e-02	1.521256e+00	0.000000e+00	0.000000e+00
5	1.521256e+00	3.794851e+00	2.424355e+00	0.000000e+00	0.000000e+00
6	2.424355e+00	1.892278e+00	3.731125e+00	0.000000e+00	0.000000e+00
7	3.731125e+00	6.035050e-01	2.240064e+00	0.000000e+00	0.000000e+00
8	2.240064e+00	3.256890e+00	3.173416e+00	0.000000e+00	0.000000e+00
9	3.173416e+00	2.923186e+00	1.141963e+00	0.000000e+00	0.000000e+00
10	1.141963e+00	4.433515e-01	1.573404e+00	0.000000e+00	0.000000e+00
11	1.573404e+00	1.331890e+00	2.424770e+00	0.000000e+00	0.000000e+00
12	2.424770e+00	3.714648e+00	1.351959e+00	0.000000e+00	0.000000e+00
13	1.351959e+00	1.420197e+00	1.747017e+00	0.000000e+00	0.000000e+00
14	1.747017e+00	5.517236e-01	3.444130e+00	0.000000e+00	0.000000e+00
15	3.444130e+00	2.072979e+00	3.794928e+00	0.000000e+00	0.000000e+00
16	3.794928e+00	4.973343e-01	3.808709e+00	0.000000e+00	0.000000e+00
17	3.808709e+00	2.284593e-01	5.874746e-01	0.000000e+00	0.000000e+00
18	5.874746e-01	2.468523e+00	3.504465e-01	0.000000e+00	0.000000e+00
19	3.504465e-01	1.641939e+00	2.813273e-01	0.000000e+00	0.000000e+00
20	2.813273e-01	2.783902e+00	2.483681e-02	0.000000e+00	0.000000e+00
21	2.483681e-02	3.573059e-01	3.204069e+00	0.000000e+00	0.000000e+00
22	3.204069e+00	2.782076e+00	2.690799e+00	0.000000e+00	0.000000e+00
23	2.690799e+00	1.340347e-01	1.740994e+00	0.000000e+00	0.000000e+00
24	1.740994e+00	1.881052e+00	8.774167e-01	0.000000e+00	0.000000e+00
25	8.774167e-01	1.325182e+00	3.808691e+00	0.000000e+00	0.000000e+00
26	3.808691e+00	1.120110e+00	6.322430e-01	0.000000e+00	0.000000e+00
27	6.322430e-01	9.288182e-01	2.059300e+00	0.000000e+00	0.000000e+00
28	2.059300e+00	1.516293e+00	2.743248e+00	0.000000e+00	0.000000e+00
29	2.743248e+00	1.866739e+00	2.350382e+00	0.000000e+00	0.000000e+00
30	2.350382e+00	2.148067e+00	2.400867e+00	0.000000e+00	0.000000e+00
31	2.400867e+00	2.172903e+00	3.783243e+00	0.000000e+00	0.000000e+00
32	3.783243e+00	1.376973e+00	8.802673e-01	0.000000e+00	0.000000e+00
33	8.802673e-01	6.777122e-02	3.397488e+00	0.000000e+00	0.000000e+00
34	3.397488e+00	1.808765e+00	2.466432e+00	0.000000e+00	0.000000e+00
35	2.466432e+00	2.686181e+00	3.608356e+00	0.000000e+00	0.000000e+00
36	3.608356e+00	2.494872e+00	1.247613e+00	0.000000e+00	0.000000e+00
37	1.247613e+00	3.127115e+00	3.115330e+00	0.000000e+00	0.000000e+00
38	3.115330e+00	1.186415e+00	3.451570e+00	0.000000e+00	0.000000e+00
39	3.451570e+00	3.929663e+00	1.429748e+00	0.000000e+00	0.000000e+00
40	1.429748e+00	2.280045e+00	2.191829e+00	0.000000e+00	0.000000e+00
41	2.191829e+00	6.809125e-01	3.311216e+00	0.000000e+00	0.000000e+00
42	3.311216e+00	4.641558e-01	3.212678e+00	0.000000e+00	0.000000e+00
43	3.212678e+00	1.344423e+00	3.248175e+00	0.000000e+00	0.000000e+00
44	3.248175e+00	7.419110e-01	1.164724e+00	0.000000e+00	0.000000e+00
45	1.164724e+00	3.208343e+00	4.064548e-01	0.000000e+00	0.000000e+00
46	4.064548e-01	2.816699e+00	7.682952e-01	0.000000e+00	0.000000e+00
47	7.682952e-01	6.431188e-02	2.058954e+00	0.000000e+00	0.000000e+00
48	2.058954e+00	3.179642e+00	8.659052e-01	0.000000e+00	0.000000e+00
49	8.659052e-01	2.631212e+00	1.539596e+00	0.000000e+00	0.000000e+00
50	1.539596e+00	6.095972e-02	3.613532e-01	0.000000e+00	0.000000e+00
51	3.613532e-01	2.252789e+00	1.356014e+00	0.000000e+00	0.000000e+00
52	1.356014e+00	1.564004e+00	3.727647e+00	0.000000e+00	0.000000e+00
53	3.727647e+00	7.766822e-01	2.167052e+00	0.000000e+00	0.000000e+00
54	2.167052e+00	2.485737e-02	2.415221e+00	0.000000e+00	0.000000e+00
55	2.415221e+00	1.189581e+00	1.349572e+00	0.000000e+00	0.000000e+00
56	1.349572e+00	1.596036e+00	2.778795e+00	0.000000e+00	0.000000e+00
57	2.778795e+00	2.364331e+00	3.335134e+00	0.000000e+00	0.000000e+00
58	3.335134e+00	4.232851e-01	1.077888e+00	0.000000e+00	0.000000e+00
59	1.077888e+00	1.289190e+00	2.750304e+00	0.000000e+00	0.000000e+00
60	2.750304e+00	2.828786e+00	2.702766e+00	0.000000e+00	0.000000e+00
61	2.702766e+00	3.190139e+00	3.336141e+00	0.000000e+00	0.000000e+00
62	3.336141e+00	5.461531e-01	4.336708e-01	0.000000e+00	0.000000e+00
63	4.336708e-01	2.738004e-01	2.875624e+00	0.000000e+00	0.000000e+00
64	2.875624e+00	2.440852e+00	2.059488e+00	0.000000e+00	0.000000e+00
65	2.059488e+00	8.560736e-01	4.516957e-01	0.000000e+00	0.000000e+00
66	4.516957e-01	2.205646e+00	1.660602e+00	0.000000e+00	0.000000e+00
67	1.660602e+00	9.844412e-01	2.933820e+00	0.000000e+00	0.000000e+00
68	2.933820e+00	3.195749e-01	3.386680e+00	0.000000e+00	0.000000e+00
69	3.386680e+00	1.397462e+00	2.470752e+00	0.000000e+00	0.000000e+00
70	2.470752e+00	1.477668e-01	1.615783e+00	0.000000e+00	0.000000e+00
71	1.615783e+00	2.850533e+00	3.013603e+00	0.000000e+00	0.000000e+00
72	3.013603e+00	2.186674e+00	1.975427e+00	0.000000e+00	0.000000e+00
73	1.975427e+00	2.620345e+00	1.713933e+00	0.000000e+00	0.000000e+00
74	1.713933e+00	1.495969e+00	1.477297e+00	0.000000e+00	0.000000e+00
75	1.477297e+00	3.555457e+00	2.430242e+00	0.000000e+00	0.000000e+00
76	2.430242e+00	7.152731e-03	9.792233e-01	0.000000e+00	0.000000e+00
77	9.792233e-01	1.667755e+00	1.892536e+00	0.000000e+00	0.000000e+00
78	1.892536e+00	6.015747e-01	3.229133e+00	0.000000e+00	0.000000e+00
79	3.229133e+00	3.988255e+00	1.854921e+00	0.000000e+00	0.000000e+00
80	1.854921e+00	2.459006e+00	3.309495e+00	0.000000e+00	0.000000e+00
81	3.309495e+00	7.478933e-02	3.954208e+00	0.000000e+00	0.000000e+00
82	3.954208e+00	3.088392e+00	1.145075e+00	0.000000e+00	0.000000e+00
83	1.145075e+00	1.063819e+00	2.609741e+00	0.000000e+00	0.000000e+00
84	2.609741e+00	2.777752e+00	2.515260e+00	0.000000e+00	0.000000e+00
85	2.515260e+00	2.550495e-01	3.276853e+00	0.000000e+00	0.000000e+00
86	3.276853e+00	2.685292e+00	2.244092e+00	0.000000e+00	0.000000e+00
87	2.244092e+00	3.664515e+00	2.195771e+00	0.000000e+00	0.000000e+00
88	2.195771e+00	1.557051e+00	2.467026e+00	0.000000e+00	0.000000e+00
89	2.467026e+00	7.861842e-01	1.357430e-01	0.000000e+00	0.000000e+00
90	1.357430e-01	2.641105e+00	1.952227e+00	0.000000e+00	0.000000e+00
91	1.952227e+00	1.950601e+00	2.619244e+00	0.000000e+00	0.000000e+00
92	2.619244e+00	1.904809e+00	1.472935e+00	0.000000e+00	0.000000e+00
93	1.472935e+00	3.049884e+00	2.946970e+00	0.000000e+00	0.000000e+00
94	2.946970e+00	1.659625e+00	1.916975e+00	0.000000e+00	0.000000e+00
95	1.916975e+00	1.748854e-01	4.424358e-01	0.000000e+00	0.000000e+00
96	4.424358e-01	3.451739e+00	2.975050e+00	0.000000e+00	0.000000e+00
97	2.975050e+00	1.695830e+00	3.175419e+00	0.000000e+00	0.000000e+00
98	3.175419e+00	3.891602e+00	3.977362e+00	0.000000e+00	0.000000e+00
99	3.977362e+00	2.358628e+00	3.202049e+00	0.000000e+00	0.000000e+00
